Time Bucket (America/Edmonton),Jasper Ave -Circuit_1 (kWatts),Jasper Ave -Circuit_2 (kWatts),Jasper Ave -Circuit_3 (kWatts),Jasper Ave -Circuit_4 (kWatts),Jasper Ave -Circuit_5 (kWatts),Jasper Ave -Circuit_10 (kWatts),Jasper Ave -Circuit_11 (kWatts)
01/27/2023 21:11:00,0.0071,0.0000,0.0116,0.1292,0.1299,0.0000,0.0000
01/27/2023 21:12:00,0.0071,0.0000,0.0116,0.1287,0.1276,0.0000,0.0000
01/27/2023 21:13:00,0.0072,0.0000,0.0114,0.1332,0.1672,0.0000,0.0000
01/27/2023 21:14:00,0.0071,0.0000,0.0113,0.1394,0.2374,0.0000,0.0000
01/27/2023 21:15:00,0.0071,0.0000,0.0117,0.1371,0.2299,0.0000,0.0000
01/27/2023 21:16:00,0.0071,0.0000,0.0115,0.1360,0.2316,0.0000,0.0000
01/27/2023 21:17:00,0.0071,0.0000,0.0117,0.1346,0.2349,0.0000,0.0000
01/27/2023 21:18:00,0.0069,0.0000,0.0116,0.1339,0.2334,0.0000,0.0000
01/27/2023 21:19:00,0.0072,0.0000,0.0115,0.1332,0.2354,0.0000,0.0000
01/27/2023 21:20:00,0.0071,0.0000,0.0116,0.1331,0.2303,0.0000,0.0000
01/27/2023 21:21:00,0.0070,0.0000,0.0115,0.1318,0.2308,0.0000,0.0000
01/27/2023 21:22:00,0.0071,0.0000,0.0116,0.1317,0.2284,0.0000,0.0000
01/27/2023 21:23:00,0.0070,0.0000,0.0117,0.1312,0.2277,0.0000,0.0000
01/27/2023 21:24:00,0.0071,0.0000,0.0118,0.1306,0.2269,0.0000,0.0000
01/27/2023 21:25:00,0.0070,0.0000,0.0117,0.1300,0.2243,0.0000,0.0000
01/27/2023 21:26:00,0.0070,0.0000,0.0116,0.1302,0.2235,0.0000,0.0000
01/27/2023 21:27:00,0.0069,0.0000,0.0116,0.1296,0.2234,0.0000,0.0000
01/27/2023 21:28:00,0.0070,0.0000,0.0118,0.1295,0.2233,0.0000,0.0000
01/27/2023 21:29:00,0.0070,0.0000,0.0116,0.1293,0.2243,0.0000,0.0000
01/27/2023 21:30:00,0.0071,0.0000,0.0116,0.1290,0.2255,0.0000,0.0000
01/27/2023 21:31:00,0.0071,0.0000,0.0117,0.1286,0.2226,0.0000,0.0000
01/27/2023 21:32:00,0.0072,0.0000,0.0117,0.1287,0.2263,0.0000,0.0000
01/27/2023 21:33:00,0.0071,0.0000,0.0116,0.1283,0.2223,0.0000,0.0000
01/27/2023 21:34:00,0.0071,0.0000,0.0117,0.1279,0.2216,0.0000,0.0000
01/27/2023 21:35:00,0.0070,0.0000,0.0117,0.1280,0.2220,0.0000,0.0000
01/27/2023 21:36:00,0.0070,0.0000,0.0115,0.1278,0.2222,0.0000,0.0000
01/27/2023 21:37:00,0.0070,0.0000,0.0115,0.1280,0.2195,0.0000,0.0000
01/27/2023 21:38:00,0.0071,0.0000,0.0117,0.1276,0.2199,0.0000,0.0000
01/27/2023 21:39:00,0.0069,0.0000,0.0115,0.1277,0.2180,0.0000,0.0000
01/27/2023 21:40:00,0.0071,0.0000,0.0114,0.1272,0.2203,0.0000,0.0000
01/27/2023 21:41:00,0.0070,0.0000,0.0115,0.1272,0.2174,0.0000,0.0000
01/27/2023 21:42:00,0.0072,0.0000,0.0116,0.1273,0.2195,0.0000,0.0000
01/27/2023 21:43:00,0.0070,0.0000,0.0116,0.1269,0.2170,0.0000,0.0000
01/27/2023 21:44:00,0.0071,0.0000,0.0116,0.1269,0.2186,0.0000,0.0000
01/27/2023 21:45:00,0.0071,0.0000,0.0115,0.1267,0.2146,0.0000,0.0000
01/27/2023 21:46:00,0.0070,0.0000,0.0115,0.1266,0.2135,0.0000,0.0000
01/27/2023 21:47:00,0.0071,0.0000,0.0116,0.1265,0.2133,0.0000,0.0000
01/27/2023 21:48:00,0.0071,0.0000,0.0115,0.1266,0.2138,0.0000,0.0000
01/27/2023 21:49:00,0.0071,0.0000,0.0116,0.1263,0.2141,0.0000,0.0000
01/27/2023 21:50:00,0.0072,0.0000,0.0115,0.1265,0.2177,0.0000,0.0000
01/27/2023 21:51:00,0.0072,0.0000,0.0115,0.1264,0.2157,0.0000,0.0000
01/27/2023 21:52:00,0.0070,0.0000,0.0114,0.1262,0.2158,0.0000,0.0000
01/27/2023 21:53:00,0.0070,0.0000,0.0117,0.1262,0.2152,0.0000,0.0000
01/27/2023 21:54:00,0.0072,0.0000,0.0117,0.1261,0.2136,0.0000,0.0000
01/27/2023 21:55:00,0.0070,0.0000,0.0116,0.1259,0.2248,0.0000,0.0000
01/27/2023 21:56:00,0.0071,0.0000,0.0116,0.1258,0.2252,0.0000,0.0000
01/27/2023 21:57:00,0.0069,0.0000,0.0117,0.1260,0.2251,0.0000,0.0000
01/27/2023 21:58:00,0.0071,0.0000,0.0117,0.1255,0.2239,0.0000,0.0000
01/27/2023 21:59:00,0.0069,0.0000,0.0116,0.1257,0.2107,0.0000,0.0000
01/27/2023 22:00:00,0.0072,0.0000,0.0055,0.1256,0.1326,0.0000,0.0000
01/27/2023 22:01:00,0.0073,0.0000,0.0000,0.1259,0.1108,0.0000,0.0000
01/27/2023 22:02:00,0.0072,0.0000,0.0000,0.1255,0.1121,0.0000,0.0000
01/27/2023 22:03:00,0.0073,0.0000,0.0000,0.1253,0.1107,0.0000,0.0000
01/27/2023 22:04:00,0.0072,0.0000,0.0001,0.1252,0.1107,0.0000,0.0000
01/27/2023 22:05:00,0.0073,0.0000,0.0000,0.1253,0.1097,0.0000,0.0000
01/27/2023 22:06:00,0.0072,0.0000,0.0000,0.1252,0.1092,0.0000,0.0000
01/27/2023 22:07:00,0.0071,0.0000,0.0000,0.1250,0.1092,0.0000,0.0000
01/27/2023 22:08:00,0.0072,0.0000,0.0000,0.1252,0.1114,0.0000,0.0000
01/27/2023 22:09:00,0.0073,0.0000,0.0000,0.1249,0.1127,0.0000,0.0000
01/27/2023 22:10:00,0.0074,0.0000,0.0000,0.1250,0.1106,0.0000,0.0000
01/27/2023 22:11:00,0.0072,0.0000,0.0001,0.1247,0.1143,0.0000,0.0000
01/27/2023 22:12:00,0.0074,0.0000,0.0000,0.1247,0.1157,0.0000,0.0000
01/27/2023 22:13:00,0.0072,0.0000,0.0000,0.1243,0.1172,0.0000,0.0000
01/27/2023 22:14:00,0.0072,0.0000,0.0000,0.1246,0.1161,0.0000,0.0000
01/27/2023 22:15:00,0.0072,0.0000,0.0000,0.1242,0.1161,0.0000,0.0000
01/27/2023 22:16:00,0.0072,0.0000,0.0000,0.1241,0.1173,0.0000,0.0000
01/27/2023 22:17:00,0.0073,0.0000,0.0000,0.1244,0.1194,0.0000,0.0000
01/27/2023 22:18:00,0.0070,0.0000,0.0000,0.1242,0.1168,0.0000,0.0000
01/27/2023 22:19:00,0.0073,0.0000,0.0001,0.1242,0.1173,0.0000,0.0000
01/27/2023 22:20:00,0.0071,0.0000,0.0000,0.1238,0.1608,0.0000,0.0000
01/27/2023 22:21:00,0.0070,0.0000,0.0000,0.1235,0.2271,0.0000,0.0000
01/27/2023 22:22:00,0.0070,0.0000,0.0001,0.1238,0.2175,0.0000,0.0000
01/27/2023 22:23:00,0.0072,0.0000,0.0000,0.1235,0.2171,0.0000,0.0000
01/27/2023 22:24:00,0.0070,0.0000,0.0000,0.1238,0.2165,0.0000,0.0000
01/27/2023 22:25:00,0.0070,0.0000,0.0000,0.1238,0.2160,0.0000,0.0000
01/27/2023 22:26:00,0.0070,0.0000,0.0000,0.1235,0.2148,0.0000,0.0000
01/27/2023 22:27:00,0.0070,0.0000,0.0000,0.1233,0.2131,0.0000,0.0000
01/27/2023 22:28:00,0.0071,0.0000,0.0001,0.1232,0.2128,0.0000,0.0000
01/27/2023 22:29:00,0.0070,0.0000,0.0000,0.1233,0.2125,0.0000,0.0000
01/27/2023 22:30:00,0.0069,0.0000,0.0001,0.1233,0.2122,0.0000,0.0000
01/27/2023 22:31:00,0.0072,0.0000,0.0000,0.1231,0.2122,0.0000,0.0000
01/27/2023 22:32:00,0.0071,0.0000,0.0002,0.1233,0.2126,0.0000,0.0000
01/27/2023 22:33:00,0.0070,0.0000,0.0002,0.1233,0.2109,0.0000,0.0000
01/27/2023 22:34:00,0.0071,0.0000,0.0000,0.1230,0.2117,0.0000,0.0000
01/27/2023 22:35:00,0.0071,0.0000,0.0000,0.1228,0.2119,0.0000,0.0000
01/27/2023 22:36:00,0.0072,0.0000,0.0001,0.1226,0.2117,0.0000,0.0000
01/27/2023 22:37:00,0.0071,0.0000,0.0000,0.1228,0.2119,0.0000,0.0000
01/27/2023 22:38:00,0.0070,0.0000,0.0001,0.1229,0.2121,0.0000,0.0000
01/27/2023 22:39:00,0.0071,0.0000,0.0001,0.1228,0.2118,0.0000,0.0000
01/27/2023 22:40:00,0.0071,0.0000,0.0000,0.1225,0.1810,0.0000,0.0000
01/27/2023 22:41:00,0.0073,0.0000,0.0000,0.1229,0.1713,0.0000,0.0000
01/27/2023 22:42:00,0.0071,0.0000,0.0000,0.1225,0.1601,0.0000,0.0000
01/27/2023 22:43:00,0.0072,0.0000,0.0000,0.1231,0.1492,0.0000,0.0000
01/27/2023 22:44:00,0.0071,0.0000,0.0000,0.1258,0.1446,0.0000,0.0000
01/27/2023 22:45:00,0.0071,0.0000,0.0000,0.1255,0.1282,0.0000,0.0000
01/27/2023 22:46:00,0.0072,0.0000,0.0000,0.1248,0.1286,0.0000,0.0000
01/27/2023 22:47:00,0.0070,0.0000,0.0000,0.1240,0.1277,0.0000,0.0000
01/27/2023 22:48:00,0.0071,0.0000,0.0001,0.1241,0.1277,0.0000,0.0000
01/27/2023 22:49:00,0.0071,0.0000,0.0000,0.1238,0.1276,0.0000,0.0000
01/27/2023 22:50:00,0.0069,0.0000,0.0000,0.1236,0.1272,0.0000,0.0000
01/27/2023 22:51:00,0.0072,0.0000,0.0000,0.1251,0.1348,0.0000,0.0000
01/27/2023 22:52:00,0.0072,0.0000,0.0000,0.1267,0.1416,0.0000,0.0000
01/27/2023 22:53:00,0.0072,0.0000,0.0000,0.1281,0.1465,0.0000,0.0000
01/27/2023 22:54:00,0.0071,0.0000,0.0000,0.1277,0.1276,0.0000,0.0000
01/27/2023 22:55:00,0.0069,0.0000,0.0000,0.1267,0.1245,0.0000,0.0000
01/27/2023 22:56:00,0.0073,0.0000,0.0000,0.1263,0.1245,0.0000,0.0000
01/27/2023 22:57:00,0.0070,0.0000,0.0000,0.1256,0.1248,0.0000,0.0000
01/27/2023 22:58:00,0.0072,0.0000,0.0000,0.1254,0.1241,0.0000,0.0000
01/27/2023 22:59:00,0.0070,0.0000,0.0001,0.1247,0.1249,0.0000,0.0000
01/27/2023 23:00:00,0.0073,0.0000,0.0000,0.1245,0.0726,0.0000,0.0000
01/27/2023 23:01:00,0.0072,0.0000,0.0000,0.1243,0.0316,0.0000,0.0000
01/27/2023 23:02:00,0.0072,0.0000,0.0000,0.1242,0.0318,0.0000,0.0000
01/27/2023 23:03:00,0.0073,0.0000,0.0000,0.1239,0.0314,0.0000,0.0000
01/27/2023 23:04:00,0.0073,0.0000,0.0001,0.1238,0.0316,0.0000,0.0000
01/27/2023 23:05:00,0.0073,0.0000,0.0000,0.1238,0.0316,0.0000,0.0000
01/27/2023 23:06:00,0.0072,0.0000,0.0000,0.1234,0.0339,0.0000,0.0000
01/27/2023 23:07:00,0.0074,0.0000,0.0000,0.1235,0.0340,0.0000,0.0000
01/27/2023 23:08:00,0.0073,0.0000,0.0000,0.1230,0.0350,0.0000,0.0000
01/27/2023 23:09:00,0.0072,0.0000,0.0000,0.1229,0.0351,0.0000,0.0000
01/27/2023 23:10:00,0.0071,0.0000,0.0001,0.1227,0.0341,0.0000,0.0000
01/27/2023 23:11:00,0.0074,0.0000,0.0000,0.1227,0.0347,0.0000,0.0000
01/27/2023 23:12:00,0.0074,0.0000,0.0000,0.1227,0.0339,0.0000,0.0000
01/27/2023 23:13:00,0.0074,0.0000,0.0001,0.1225,0.0343,0.0000,0.0000
01/27/2023 23:14:00,0.0073,0.0000,0.0000,0.1224,0.0343,0.0000,0.0000
01/27/2023 23:15:00,0.0072,0.0000,0.0000,0.1222,0.0339,0.0000,0.0000
01/27/2023 23:16:00,0.0072,0.0000,0.0000,0.1223,0.0339,0.0000,0.0000
01/27/2023 23:17:00,0.0074,0.0000,0.0000,0.1222,0.0337,0.0000,0.0000
01/27/2023 23:18:00,0.0073,0.0000,0.0000,0.1221,0.0339,0.0000,0.0000
01/27/2023 23:19:00,0.0072,0.0000,0.0000,0.1219,0.0336,0.0000,0.0000
01/27/2023 23:20:00,0.0071,0.0000,0.0000,0.1221,0.1120,0.0000,0.0000
01/27/2023 23:21:00,0.0070,0.0000,0.0000,0.0129,0.1384,0.0000,0.0000
01/27/2023 23:22:00,0.0071,0.0000,0.0000,0.0000,0.1355,0.0000,0.0000
01/27/2023 23:23:00,0.0069,0.0000,0.0000,0.0001,0.1350,0.0000,0.0000
01/27/2023 23:24:00,0.0070,0.0000,0.0000,0.0002,0.1339,0.0000,0.0000
01/27/2023 23:25:00,0.0069,0.0000,0.0000,0.0000,0.1328,0.0000,0.0000
01/27/2023 23:26:00,0.0070,0.0000,0.0000,0.0000,0.1317,0.0000,0.0000
01/27/2023 23:27:00,0.0068,0.0000,0.0001,0.0000,0.1311,0.0000,0.0000
01/27/2023 23:28:00,0.0069,0.0000,0.0000,0.0000,0.1306,0.0000,0.0000
01/27/2023 23:29:00,0.0069,0.0000,0.0000,0.0000,0.1313,0.0000,0.0000
01/27/2023 23:30:00,0.0069,0.0000,0.0000,0.0000,0.1298,0.0000,0.0000
01/27/2023 23:31:00,0.0067,0.0000,0.0000,0.0000,0.1294,0.0000,0.0000
01/27/2023 23:32:00,0.0069,0.0000,0.0000,0.0001,0.1292,0.0000,0.0000
01/27/2023 23:33:00,0.0069,0.0000,0.0000,0.0000,0.1290,0.0000,0.0000
01/27/2023 23:34:00,0.0068,0.0000,0.0001,0.0000,0.1286,0.0000,0.0000
01/27/2023 23:35:00,0.0070,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/27/2023 23:36:00,0.0069,0.0000,0.0000,0.0001,0.1285,0.0000,0.0000
01/27/2023 23:37:00,0.0069,0.0000,0.0000,0.0000,0.1283,0.0000,0.0000
01/27/2023 23:38:00,0.0070,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000
01/27/2023 23:39:00,0.0067,0.0000,0.0001,0.0000,0.1282,0.0000,0.0000
01/27/2023 23:40:00,0.0070,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/27/2023 23:41:00,0.0070,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000
01/27/2023 23:42:00,0.0070,0.0000,0.0000,0.0000,0.1277,0.0000,0.0000
01/27/2023 23:43:00,0.0068,0.0000,0.0000,0.0000,0.1276,0.0000,0.0000
01/27/2023 23:44:00,0.0068,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/27/2023 23:45:00,0.0069,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/27/2023 23:46:00,0.0069,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000
01/27/2023 23:47:00,0.0069,0.0000,0.0000,0.0000,0.1272,0.0000,0.0000
01/27/2023 23:48:00,0.0070,0.0000,0.0001,0.0000,0.1271,0.0000,0.0000
01/27/2023 23:49:00,0.0069,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
01/27/2023 23:50:00,0.0069,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/27/2023 23:51:00,0.0066,0.0000,0.0001,0.0000,0.1274,0.0000,0.0000
01/27/2023 23:52:00,0.0068,0.0000,0.0001,0.0000,0.1270,0.0000,0.0000
01/27/2023 23:53:00,0.0070,0.0000,0.0000,0.0000,0.1273,0.0000,0.0000
01/27/2023 23:54:00,0.0069,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000
01/27/2023 23:55:00,0.0069,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000
01/27/2023 23:56:00,0.0069,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000
01/27/2023 23:57:00,0.0071,0.0000,0.0000,0.0000,0.1268,0.0000,0.0000
01/27/2023 23:58:00,0.0071,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000
01/27/2023 23:59:00,0.0070,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/28/2023 00:00:00,0.0069,0.0000,0.0001,0.0000,0.1269,0.0000,0.0000
01/28/2023 00:01:00,0.0070,0.0000,0.0001,0.0000,0.0846,0.0000,0.0000
01/28/2023 00:02:00,0.0071,0.0000,0.0000,0.0000,0.0345,0.0000,0.0000
01/28/2023 00:03:00,0.0070,0.0000,0.0000,0.0000,0.0344,0.0000,0.0000
01/28/2023 00:04:00,0.0072,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000
01/28/2023 00:05:00,0.0070,0.0000,0.0000,0.0000,0.0338,0.0000,0.0000
01/28/2023 00:06:00,0.0070,0.0000,0.0000,0.0000,0.0336,0.0000,0.0000
01/28/2023 00:07:00,0.0070,0.0000,0.0000,0.0000,0.0338,0.0000,0.0000
01/28/2023 00:08:00,0.0070,0.0000,0.0000,0.0000,0.0341,0.0000,0.0000
01/28/2023 00:09:00,0.0070,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000
01/28/2023 00:10:00,0.0071,0.0000,0.0000,0.0000,0.0336,0.0000,0.0000
01/28/2023 00:11:00,0.0069,0.0000,0.0000,0.0000,0.0337,0.0000,0.0000
01/28/2023 00:12:00,0.0069,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000
01/28/2023 00:13:00,0.0070,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000
01/28/2023 00:14:00,0.0071,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000
01/28/2023 00:15:00,0.0071,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000
01/28/2023 00:16:00,0.0070,0.0000,0.0000,0.0000,0.0340,0.0000,0.0000
01/28/2023 00:17:00,0.0070,0.0000,0.0000,0.0000,0.0344,0.0000,0.0000
01/28/2023 00:18:00,0.0069,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000
01/28/2023 00:19:00,0.0070,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000
01/28/2023 00:20:00,0.0070,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000
01/28/2023 00:21:00,0.0070,0.0000,0.0000,0.0000,0.0636,0.0000,0.0000
01/28/2023 00:22:00,0.0069,0.0000,0.0000,0.0000,0.1454,0.0000,0.0000
01/28/2023 00:23:00,0.0069,0.0000,0.0000,0.0000,0.1365,0.0000,0.0000
01/28/2023 00:24:00,0.0068,0.0000,0.0000,0.0000,0.1362,0.0000,0.0000
01/28/2023 00:25:00,0.0069,0.0000,0.0000,0.0000,0.1347,0.0000,0.0000
01/28/2023 00:26:00,0.0069,0.0000,0.0000,0.0001,0.1333,0.0000,0.0000
01/28/2023 00:27:00,0.0069,0.0000,0.0000,0.0000,0.1322,0.0000,0.0000
01/28/2023 00:28:00,0.0068,0.0000,0.0000,0.0000,0.1310,0.0000,0.0000
01/28/2023 00:29:00,0.0069,0.0000,0.0000,0.0000,0.1306,0.0000,0.0000
01/28/2023 00:30:00,0.0067,0.0000,0.0000,0.0000,0.1298,0.0000,0.0000
01/28/2023 00:31:00,0.0069,0.0000,0.0000,0.0000,0.1294,0.0000,0.0000
01/28/2023 00:32:00,0.0069,0.0000,0.0000,0.0000,0.1289,0.0000,0.0000
01/28/2023 00:33:00,0.0068,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000
01/28/2023 00:34:00,0.0069,0.0000,0.0000,0.0000,0.1286,0.0000,0.0000
01/28/2023 00:35:00,0.0071,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000
01/28/2023 00:36:00,0.0069,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/28/2023 00:37:00,0.0069,0.0000,0.0000,0.0000,0.1280,0.0000,0.0000
01/28/2023 00:38:00,0.0067,0.0000,0.0001,0.0000,0.1282,0.0000,0.0000
01/28/2023 00:39:00,0.0070,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/28/2023 00:40:00,0.0069,0.0000,0.0001,0.0000,0.1275,0.0000,0.0000
01/28/2023 00:41:00,0.0069,0.0000,0.0001,0.0000,0.1274,0.0000,0.0000
01/28/2023 00:42:00,0.0068,0.0000,0.0001,0.0000,0.1271,0.0000,0.0000
01/28/2023 00:43:00,0.0067,0.0000,0.0001,0.0000,0.1274,0.0000,0.0000
01/28/2023 00:44:00,0.0068,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000
01/28/2023 00:45:00,0.0070,0.0000,0.0001,0.0000,0.1272,0.0000,0.0000
01/28/2023 00:46:00,0.0068,0.0000,0.0000,0.0001,0.1278,0.0000,0.0000
01/28/2023 00:47:00,0.0068,0.0000,0.0000,0.0000,0.1276,0.0000,0.0000
01/28/2023 00:48:00,0.0070,0.0000,0.0000,0.0000,0.1274,0.0000,0.0000
01/28/2023 00:49:00,0.0069,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/28/2023 00:50:00,0.0068,0.0000,0.0000,0.0000,0.1268,0.0000,0.0000
01/28/2023 00:51:00,0.0070,0.0000,0.0001,0.0000,0.1268,0.0000,0.0000
01/28/2023 00:52:00,0.0069,0.0000,0.0000,0.0000,0.1269,0.0000,0.0000
01/28/2023 00:53:00,0.0068,0.0000,0.0001,0.0000,0.1273,0.0000,0.0000
01/28/2023 00:54:00,0.0070,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/28/2023 00:55:00,0.0067,0.0000,0.0001,0.0000,0.1267,0.0000,0.0000
01/28/2023 00:56:00,0.0068,0.0000,0.0000,0.0000,0.1266,0.0000,0.0000
01/28/2023 00:57:00,0.0068,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/28/2023 00:58:00,0.0069,0.0000,0.0000,0.0000,0.1267,0.0000,0.0000
01/28/2023 00:59:00,0.0072,0.0000,0.0000,0.1103,0.1276,0.0000,0.0000
01/28/2023 01:00:00,0.0071,0.0000,0.0000,0.1320,0.1268,0.0000,0.0000
01/28/2023 01:01:00,0.0073,0.0000,0.0000,0.1300,0.1265,0.0000,0.0000
01/28/2023 01:02:00,0.0071,0.0000,0.0000,0.1301,0.1272,0.0000,0.0000
01/28/2023 01:03:00,0.0072,0.0000,0.0000,0.1297,0.1265,0.0000,0.0000
01/28/2023 01:04:00,0.0072,0.0000,0.0000,0.1295,0.1269,0.0000,0.0000
01/28/2023 01:05:00,0.0072,0.0000,0.0000,0.1289,0.1268,0.0000,0.0000
01/28/2023 01:06:00,0.0073,0.0000,0.0000,0.1285,0.0988,0.0000,0.0000
01/28/2023 01:07:00,0.0073,0.0000,0.0000,0.1280,0.0341,0.0000,0.0000
01/28/2023 01:08:00,0.0071,0.0000,0.0000,0.1275,0.0343,0.0000,0.0000
01/28/2023 01:09:00,0.0073,0.0000,0.0000,0.1275,0.0339,0.0000,0.0000
01/28/2023 01:10:00,0.0072,0.0000,0.0000,0.1272,0.0345,0.0000,0.0000
01/28/2023 01:11:00,0.0074,0.0000,0.0000,0.1270,0.0340,0.0000,0.0000
01/28/2023 01:12:00,0.0074,0.0000,0.0000,0.1266,0.0341,0.0000,0.0000
01/28/2023 01:13:00,0.0073,0.0000,0.0000,0.1266,0.0338,0.0000,0.0000
01/28/2023 01:14:00,0.0073,0.0000,0.0001,0.1259,0.0342,0.0000,0.0000
01/28/2023 01:15:00,0.0072,0.0000,0.0000,0.1258,0.0338,0.0000,0.0000
01/28/2023 01:16:00,0.0074,0.0000,0.0000,0.1257,0.0338,0.0000,0.0000
01/28/2023 01:17:00,0.0073,0.0000,0.0000,0.1256,0.0341,0.0000,0.0000
01/28/2023 01:18:00,0.0072,0.0000,0.0000,0.1253,0.0337,0.0000,0.0000
01/28/2023 01:19:00,0.0075,0.0000,0.0000,0.1254,0.0346,0.0000,0.0000
01/28/2023 01:20:00,0.0075,0.0000,0.0000,0.1249,0.0338,0.0000,0.0000
01/28/2023 01:21:00,0.0074,0.0000,0.0000,0.1250,0.0339,0.0000,0.0000
01/28/2023 01:22:00,0.0073,0.0000,0.0000,0.1244,0.0341,0.0000,0.0000
01/28/2023 01:23:00,0.0073,0.0000,0.0001,0.1246,0.0347,0.0000,0.0000
01/28/2023 01:24:00,0.0073,0.0000,0.0000,0.1245,0.0339,0.0000,0.0000
01/28/2023 01:25:00,0.0073,0.0000,0.0000,0.1245,0.0338,0.0000,0.0000
01/28/2023 01:26:00,0.0074,0.0000,0.0001,0.1239,0.0536,0.0000,0.0000
01/28/2023 01:27:00,0.0072,0.0000,0.0000,0.1238,0.1474,0.0000,0.0000
01/28/2023 01:28:00,0.0070,0.0000,0.0000,0.1237,0.1353,0.0000,0.0000
01/28/2023 01:29:00,0.0073,0.0000,0.0000,0.1237,0.1349,0.0000,0.0000
01/28/2023 01:30:00,0.0070,0.0000,0.0000,0.1237,0.1350,0.0000,0.0000
01/28/2023 01:31:00,0.0071,0.0000,0.0000,0.1233,0.1331,0.0000,0.0000
01/28/2023 01:32:00,0.0071,0.0000,0.0000,0.1231,0.1317,0.0000,0.0000
01/28/2023 01:33:00,0.0072,0.0000,0.0000,0.1230,0.1309,0.0000,0.0000
01/28/2023 01:34:00,0.0071,0.0000,0.0000,0.1228,0.1306,0.0000,0.0000
01/28/2023 01:35:00,0.0072,0.0000,0.0000,0.1225,0.1299,0.0000,0.0000
01/28/2023 01:36:00,0.0070,0.0000,0.0001,0.1226,0.1296,0.0000,0.0000
01/28/2023 01:37:00,0.0070,0.0000,0.0000,0.1225,0.1291,0.0000,0.0000
01/28/2023 01:38:00,0.0072,0.0000,0.0000,0.1226,0.1292,0.0000,0.0000
01/28/2023 01:39:00,0.0072,0.0000,0.0000,0.1223,0.1287,0.0000,0.0000
01/28/2023 01:40:00,0.0073,0.0000,0.0000,0.1221,0.1286,0.0000,0.0000
01/28/2023 01:41:00,0.0072,0.0000,0.0000,0.1221,0.1291,0.0000,0.0000
01/28/2023 01:42:00,0.0072,0.0000,0.0000,0.1221,0.1283,0.0000,0.0000
01/28/2023 01:43:00,0.0070,0.0000,0.0000,0.1219,0.1282,0.0000,0.0000
01/28/2023 01:44:00,0.0070,0.0000,0.0000,0.1220,0.1284,0.0000,0.0000
01/28/2023 01:45:00,0.0069,0.0000,0.0000,0.1217,0.1285,0.0000,0.0000
01/28/2023 01:46:00,0.0070,0.0000,0.0000,0.1216,0.1279,0.0000,0.0000
01/28/2023 01:47:00,0.0072,0.0000,0.0000,0.1214,0.1283,0.0000,0.0000
01/28/2023 01:48:00,0.0072,0.0000,0.0000,0.0923,0.1281,0.0000,0.0000
01/28/2023 01:49:00,0.0068,0.0000,0.0002,0.0000,0.1279,0.0000,0.0000
01/28/2023 01:50:00,0.0069,0.0000,0.0000,0.0000,0.1276,0.0000,0.0000
01/28/2023 01:51:00,0.0070,0.0000,0.0000,0.0000,0.1274,0.0000,0.0000
01/28/2023 01:52:00,0.0072,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000
01/28/2023 01:53:00,0.0069,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000
01/28/2023 01:54:00,0.0070,0.0000,0.0000,0.0000,0.1271,0.0000,0.0000
01/28/2023 01:55:00,0.0068,0.0000,0.0000,0.0000,0.1268,0.0000,0.0000
01/28/2023 01:56:00,0.0068,0.0000,0.0000,0.0000,0.1265,0.0000,0.0000
01/28/2023 01:57:00,0.0071,0.0000,0.0000,0.0000,0.1266,0.0000,0.0000
01/28/2023 01:58:00,0.0070,0.0000,0.0001,0.0000,0.1262,0.0000,0.0000
